"judul_elex","sinopsis_elex"
"ther melian academy","Ther Melian Academy adalah sekolah elit yang hanya menerima para murid-murid yang terpilih . Jadi kenapa bisa Vrey yang seorang copet jalanan bisa bersekolah di sana. Tak hanya itu saja, dia mendapat beasiswa penuh dari kepala sekolah! Tak ada penjelasan apa pun tentang itu, tapi pokoknya, kehidupan sekolah Vrey akan segera dimulai."
"to the abandoned sacred beast","Saat perang panjang tak kunjung berakhir, diciptakanlah prajurit setengah dewa dengan menggunakan metode terlarang . Mereka yang mengakhiri perang dan membawa perdamaian itu bagaikan dewa yang telah menyelamatkan negara. Tapi, orang-orang menjadi takut kepada kekuatan mereka yang terlalu besar. Setelah perang berakhir, para prajurit setengah dewa itu pun hanya menjadi monster... Dalam kisah ini, Char, anak seorang prajurit setengah dewa yang dibunuh, melakukan perjalanan bersama Hank, sang pemburu monster yang membunuh para prajurit setengah dewa. Apa sebenarnya arti di balik pembunuhan ayah Char dan keputusan Hank membunuh prajurit setengah dewa!?"
"tokyo revengers","Hinata . Satu-satunya gadis yang pernah dipacari dalam seumur hidup Takemichi saat mereka SMP, dibunuh oleh Geng Tokyo Manji, aliansi berandalan yang bahkan tidak bisa ditangani polisi... Takemichi saat ini tinggal di apartemen berdinding tipis dan kerap disuruh kerja keras oleh manajer yang lebih muda daripadanya. Dipicu oleh kematian sang mantan pacar, Takemichimantan berandalan yang masa kejayaannya sampai masa SMP, melintasi waktu ke masa SMP dua belas tahun lalu!! Semua demi menyelamatkan dan mengubah hidupnya yang selalu jadi tukang kabur, Takemichi akan balas dendam kepada Geng Tokyo Manji yang paling keji seantero Kanto!!"
"toradora","Hubungan antara Taiga dan Ryuuji dimulai dari surat cinta yang salah kirim . Keduanya bekerjasama demi bisa meraih cintanya masing-masing. Sayang sekali, orang yang mereka sukai tidak tampak merespon sama sekali, apalagi sekarang ditambah seorang lagi saingan berat. Cobaan yang datang menimpa Taiga kali ini adalah... pelajaran di kolam renang! Padahal dia sangat kompleks dengan ukuran dadanya."
"toriko","Di sebuah dunia di mana rasa dan makanan adalah segalanya, hiduplah Toriko, seorang pemuda yang berprofesi sebagai bishokuya alias pemburu bahan makanan berharga yang jasanya biasa disewa restoran dan kaum kaya . Kemampuan dan tenaganya yang luar biasa digunakan untuk menangkap aneka hewan seganas dan selangka apa pun yang kemudian dijadikan bahan makanan. Simak petualangannya untuk memenuhi cita-citanya melengkapi full course menu kehidupannya."
"totsugami","Setelah sedikit bersitegang, akhirnya pertemuan para penjaga totsugami berakhir dengan keputusan untuk memberi Tasuku kesempatan mengurus kuburan totsugami Narukami . Dan untuk meningkatkan kemampuannya, Tasuku diizinkan berlatih di bawah bimbingan Nona Iko di Kuil Ise! Pengalaman apakah yang akan didapat Tasuku selama masa pelatihan itu?"
"trinity blood","Esther diangkat sebagai St .Maiden, namun itu adalah bagian dari rencana Uskup Agung Dannunzio. Esther yang terpisah dengan abel dan kemudian berkomplot dengan Shera kini dianggap sebagai pengkhianat dan menjadi buronan katedral. Bagaimana nasib Esther selanjutnya!?"
"tuan luak dan nyonya rubah","Wolverine dan Gloutton kesal karena harus tinggal bersama Rossy, rubah kecil yang pemarah . Karena sarangnya rusak, ibu Rossy terpaksa tinggal bersama ayah kedua luak itu. Namun, rencana mereka menggagalkan rencana kedua orangtua mereka tidak berhasil. Alih-alih, marah, tuan luak dan nyonya rubah akhirnya hidup berdampingan dengan bahagia. Mampukan Rossy dan kedua saudara baru rukun dan tidak bertengkar lagi?"
"twin spica","Pada tahun 2010, terjadi musibah saat roket berpenumpang pertama milik Jepang, Lion, jatuh di pemukiman dan memakan korban jiwa . Asumi yang kehilangan ibunya dalam musibah tersebut, bertemu dengan hantu sang pilot, Lion. Sejak saat itu, dia bercita-cita menjadi antariksawan."
"twin star exorcists","Kegare adalah monster dari dunia lain, musuh manusia yang datang dari Magano . Pemuda SMP, Rokuro Enmado, dulu pernah bercitacita menjadi onmyoji tersakti yang akan membersihkan dan menyucikan kegare tapi, kemudian menolak untuk menjadi onmyoji akibat suatu kejadian. Lalu seorang gadis yang ditakdirkan dengannya, Benio Adashino, tibatiba jatuh dari langit ke hadapannya!?"
"ultimate teacher","Junichiro Kagami terkenal sebagai fisikawan muda genius yang menulis tesis dan dipublikasikan majalah pada usia 17 tahun . Lulus kuliah, rutinitasnya menjadi seorang neet otaku yang kerjanya meng-update blog anime-nya setiap hari demi meraih peringkat satu. Cemas akan kehidupan menyedihkan kakaknya, sang adik, Suzune, mencarikannya pekerjaan sebagai guru. Sejak itu, lahirlah guru otaku Akiba genius yang hanya mau melakukan hal yang disukainya."
"until death do us part","Orang-orang kuat berkumpul karena digiring oleh Zashid, lawan terkuat mereka . Ajang yang diselenggarakan untuk memperebutkan hak menantang Zashid adalah pertarungan besar-besaran antar peserta tanpa membunuh! Apa yang Haruka lihat di balik masa depan yang tidak pasti ini ini!?"
"utsuho","Untuk menolong orang-orang dengan kebohongan, Utsuho Azako melanjutkan perjalananya bersama Pochi seekor cerpelai, Yakuma, dan Neya . Di suatu perjalan, Utsuho mampir ke sebuah desa untuk mengisi bahan peledak dan bertemu dengan Tenka, temannya waktu tinggal di desa dulu. Pertemuan yang menggembirakan itu kemudian disusul oleh suatu kejadian yang menggemparkan!"
"vagabond","Kojiro yang diusulkan sebagai pembimbing pedang di Istana Kokura menghadapi banyak penolakan karena kekurangan fisiknya . Penguasa istana pun akhirnya memutuskan untuk mengujinya dengan bertarung melawan Kaede yang jadi murid pembimbing utama. Sementara itu... Musashi yang masih terluka tetap meneruskan pengembaraannya sambil menghadapi serangan-serangan balas dendam dari para murid Perguruan Yoshioka yang tersisa..."
"vampire knight","Yuki melampiaskan Dahaga-nya dengan meneguk darah Zero . Sedangkan Kaname harus berhadapan dengan Kaien Kurosu, sang kepala sekolah Cross Academy sekaligus ketua asosiasi Vampire Hunter. Pertempuran antara Kaname yang ingin menghabiskan vampir darah murni dan Kaien yang ingin mencegah hal tersebut pun tak terelakkan lagi!"
"venus versus virus","Di dunia ini ada makhluk tak terlihat yang memangsa jiwa manusia . Mereka disebut Virus. Sumire nyaris dimangsa oleh mereka andai tidak ditolong oleh Lucia. Sebagai bayaran, dia diminta untuk membantu dalam pekerjaan membasmi para Virus."
"virgo and the sparklings","Bagi Riani, suara hujan itu biru, dan nada-nada gitarnya berwarna merah muda . Kemampuan ini membuatnya amat lihai bermain musiknamun juga kadang memunculkan kekuatan listrik yang menyambar dari dalam tubuhnya. Saat Riani yang selalu ingin bersembunyi dari mata publik diajak bergabung dalam sebuah band iseng temannya, permasalahan mulai terjadi... Diadaptasi dari komik karya Jan Mintaraga yang terbit di tahun 1970an oleh komikus Annisa Nisfihani dan Ellie Goh, Bumi Langit Comics kembali menawarkan sebuah kisah segar di kancah komik Indonesia bersama volume perdana Virgo and the Sparklings ini."
"war of roses","Makoto, seorang ibu rumah tangga, menuju panggung yang cemerlang ... Makoto yang berhasil memenangkan audisi dengan kemampuannya akhirnya dapat berdiri di panggung yang sama dengan saingannya, Sara sebagai model profesional. Namun, sehari sebelum pelaksanaan show, sebuah kesulitan yang tak terduga menghadang Makoto..."
"welcome to shangri-la","Selamat datang di penginapan dengan pemandian air panas ajaib di mana para penyihir wanita menjadi pelayannya! Kisara, seorang siswi SMA akademi sihir praktik kerja sebagai pelayan di Wisma Angin dan Awan . Sekilas, seperti penginapan biasa, namun Wisma Angin dan Awan sebenarnya hot spot sihir terkuat di wilayah timur. Pemiliknya Akeno Nanami, mantan penyihir besar yang bereputasi buruk. Dengan penuh percaya diri, Kisara berambisi mengalahkan Akeno dan menguasai dunia! Bersama Asagi, putri pewaris dojo ilmu bela diri kuno, gadis pelayan sekaligus penyihir Kisara bertemu aneka karakter unik dan mengalami petualangan seru!"
"whistle w","Koga Tenjo adalah anak laki-laki energik yang tumbuh di keluarga berada dan memiliki ayah seorang pesepak bola terkenal . Takumi Kurose adalah anak laki-laki pendiam yang menutup hatinya karena masa lalunya yang pahit. Pertemuan kedua anak laki-laki tersebut membuka tirai kisah sepak bola yang baru!"
"witch hunter","Masa kegelapan Xing dan Kerajaan Bairong tiga tahun lalu terungkap! Tarras harus menghadapi situasi tidak terduga . Penyihir yang sedang melawannya tiba-tiba dibunuh oleh pembunuh dari Kerajaan Bairong. Sementara Xing kembali teringat akan kenangan gelapnya tiga tahun lalu. Kisah ketiga pangeran dari Bairong akhirnya terungkap!"
"wonderful science","Serat adalah material yang sangat bermanfaat yang sering digunakan dalam kehidupan kita . Akhir-akhir ini banyak orang yang tertarik dalam mengembangkan berbagai macam serat baru yang berteknologi tinggi. Bersama dengan Dori, Mari dan Alino kalian semua diajak untuk mengintip lebih jauh berbagai macam prinsip sains yang berhubungan dengan serat berteknologi tinggi. Tidak hanya itu saja, kalian juga akan mengetahui kegunaan dan cara serat berteknologi tinggi tersebut dibuat. Tentunya kalian sudah tidak sabar lagi ingin berpetualang bukan? Ayo, belajar sains asyik bersama Wonderful Science!"
"woodstock","Gaku, dkk . akhirna tampil di festival musik rock bersama dengan Charlie palsu. Bertemu dengan banyak orang dan band hebat pun membuat Gaku rendah diri. Bagaimana penampilan pertama . di depan umum untuk menampilkan musik mereka?"
"world embryo","Riku bertemu kembali dengan Nene! Tapi, Nene telah berubah menjadi Kak Amane yang juga merupakan otak dari semua penyerangan kanshu . Apakah Riku berhasil membawa Nene kembali dan menyelamatkan dunia?"
"world of shinobi","Orang-orang ini bukan manusia . Orang-orang yang hidup tanpa memikirkan sesama, yang mencintai pembunuhan, yang hanya mengikuti hawa nafsu... Para Shinobi (ninja) Iga yang hidup di Iga, sebuah wilayah yang penuh misteri, dengan latar belakang zaman Sengoku, inilah kisah yang bercerita tentang pertempuran antara Mumon yang berjuluk ninja terkuat di Desa Iga melawan Nobunaga Oda dan pasukannya... *Sengoku: warring states, zaman ketika kerajaan-kerajaan kecil di Jepang saling berperang untuk memperluas wilayah dan pengaruh mereka, sekitar tahun 1500an Masehi."
"x blade","Perjalanan Haru dan Mana di dalam distrik Tokyo ke-13 terus berlanjut . Kali ini mereka sampai di suatu benteng. Ternyata di sana, pertarungan antar-ojinto dan penggunanya menjadi tontonan! Haru dan Mana pun terlibat dalam pertarungan yang tak bisa mereka hindari! Mampukah mereka memenangkan semua pertandingannya!?"
"yamada and the witches","Ketika Yamada si pembuat onar tidak sengaja berciuman dengan anak teladan, Urara, mereka saling bertukar tubuh!! Banyak masalah, banyak keseruan, komedi romantis yang dimulai dari sebuah ciuman dimulai!! Dunia wanita ternyata asyik juga, ya!!"
"yashio and mikumo","Mendengar cerita masa lalu bos, Mikumo kembali menyatakan cinta lagi kepada Yashio dengan serius . Akan tetapi, Yashio meminta time out pada pernyataan cintanya!? Lalu, dia sendiri pergi menemui Shi, adik angkat Mikumo. Terkejut atas permintaan Yashio yang tak pernah diduganya, Shi lalu melakukan sesuatu!? Kemudian, Futaba yang namanya termasuk dalam daftar hitam, membuat kekacauan besar! Inilah volume terakhir, pekerjaan besar yang terakhir dari pasangan kucing angka 8 dan 3 yang tak bisa dilewatkan!"
"yokai watch","Keita Amano adalah seorang siswa kelas 5 SD yang sangat biasa, yang ada di mana-mana . Suatu hari, dia berjumpa dengan Whisper, Butler Yokai, di pedalaman hutan yang kebetulan dilewatinya... Darinya, Keita mendapatkan benda ajaib yang dapat membuatnya melihat Yokai, yaitu Yokai Watch, kemudian Keita memecahkan kesulitan para Yokai dan berteman dengan mereka! Serial komedi tentang Yokai aneh yang dapat membuat pembaca tertawa terbahak-bahak, dimulai!"
"yokohama","Setelah kematian kedua orangtuanya, Uno ikut keluarga Kanou di Yokohama untuk menemani Mariko . Walaupun pada mulanya ia takut pada orang asing, rasa ingin tahunya akan dunia luar membuatnya ingin pergi ke sekolah. Saat kursus Cimons, di mana Uno dan Mariko belajar akan ditutup, Uno mendapat tawaran beasiswa dari Tuan Reed. Maka, bersama Shintaro, Uno mencari informasi lebih jauh. Sementara itu, Mariko selalu memusuhi Shintaro sebenarnya menyukainya sejak dulu. Bagaimana jadinya ketika Uno tahu bahwa ia dan Mariko ternyata menyukai orang yang sama?"
"yong bi the invincible","Yong Bi bertemu dengan seorang pendekar muda di tengah perjalanannya menuju pencarian Istana Emas . Sementara adik Goo Hwi, So Hwi dan pasukannya mencari jejak anak kecil yang menjadi awal petualangan keras Yong Bi demi bisa menemukan kakaknya lagi..."
"yotsuba","Hai, namakuYotsuba Koiwai . Umurku 5 tahun. Aku baru pindah ke rumah baru bersama ayahku. Jumbo, teman ayahku yang besaaar juga ikut membantu. Di sebelah rumah baruku ada 3 kakak perempuan. Kak Asagi yang cantik, Kak Fuuka yang sigap, dan Kak Ena yang pintar. Aku suka sekali dengan lingkungan baruku larena ada ayunan, eskalator, juga AC yang belum pernah kulihat!"
"your melody","Menjadi cewek super tinggi memang menyebalkan! Tiap kali disangka cowok, padahal rambut sudah tergerai begitu panjang . Punya cowok idaman, Suzuki namanya. Sayangnya, Suzuki sudah punya pacar yang sangat cantik. Tapi, ada rahasia besar di balik kecantikannya itu!"
"youth x machinegun aoharu x kikanju","Hotaru Tachibana, murid SMA militan yang memegang teguh prinsip keadilan . Masamune Matsuoka, casanova bodoh yang berprofesi sebagai host. Toru Yukimura, komikus ero yang sangat mesum. Tiga orang berkepribadian yang sekilas terlihat bentrok ini, memiliki satu titik temu, yaitu sama-sama memainkan game pertarungan orang dewasa yang bersenjatakan pistol dan senapan mainan, alias Airsoft!! Kisah masa muda remaja dan para orang dewasa bobrok yang beraksi dalam game tembak-tembakan serius ini, dimulai!!"
"yu-gi-oh","Sebuah toko game baru, Black Clown, dibuka di kota Domino . Karena sangat menarik, Yugi dan kawan-kawan memutuskan untuk ikut mengantri guna mendapatkan game baru D.D.D. Namun, ada hal yang tak diketahui Yugi, bahwa pemilik Black Clown adalah ayah Ryuji Otogi, siswa baru di kelas Yugi, yang memiliki ambisi sangat besar untuk mengalahkan Yugi dan meraih predikat sebagai pemilik Millennium Puzzle yang baru! Sementara itu, Kaiba menemukan sebuah kenyataan mengejutkan terkait masa lalu dia dan Yugi..."
"yugo in taiwan","Seorang pria bernama Tian Zhuo Lin tiba-tiba menghilang . Zhuo Lin yang merupakan orang penting di Taiwan adalah teman lama Yugo sewaktu mereka masih muda. Mengetahui peristiwa tersebut, Yugo pun menuju Taiwan untuk menemukan orang yang berharga baginya itu, walau harus menembus bahaya..."
"yukito","Apa kalian tahu Grup Tashiro? Yukito, ditulis dengan kanji yang berarti Manusia salju . Dia seorang pemuda kampung yang baru saja tiba di Tokyo. Di sana, dia berkeliling membuat masalah dan menanyakan keberadaan Grup Tashiro, kelompok yakuza yang sudah bubar 10 tahun silam. Pertemuannya dengan seorang detektif dan seorang anggota grup yakuza menjadi awal terbukanya misteri yang selama ini menyelimuti pikirannya"
"yumeiro patissiere","Ichigo Amano, 14 tahun, sangat menyukai cake . Di Akademi Saint Marie, ia bertemu dengan Vanilla, sweets spirit. Dan sejak itu dimulailah sweet story dalam hidup Ichigo."
"yureka","Lotto, Adol, dan Boromir akhirnya menemukan Yureka yang berubah menjadi pembunuh berdarah dingin . Apakah mereka berhasil menghentikan Yureka atau semua pemain di Lost Saga akan dibantai?"
"yuugi oh 5ds","Riding Duel adalah gaya baru Duel . Tentu saja ada Duel Monster, tapi beda utamanya adalah kendaraan D-Wheel yang dikendarai para Duelist. Dari kota pinggiran Satellite, Yusei Fudo berdiri menantang dunia."
"zipang","Pergerakan dalam Yamato semakin menyebar, kini kapal perang itu telah dikuasai . Kapal Mirai pun mengikuti mereka untuk mencegah peledakan uranium. Sementara itu, pihak Amerika mulai mencium adanya pergerakan Jepang dan penelitian uranium..."
